"hotel id",hotel,oras,"oras ales",mappedLocations,"potrivire perfecta","protrivire partiala","potrivire primul cuvant",mapare,potrivire
OT-PROP-A-4164,"Attalos Hotel",Athens,"Athens Center","Agia Eleousa; Agia Filothei; Agia Varvara; Agiannis; Agii Anargyri; Agios Dimitrios; Agios Fanourios; Agios Ioannis Rentis; Alimos; Amfiali; Amfithea; Anagennisi; Argyroupoli; Astythea; Athens & Coast; Athens Center; Attiki - Argosaronikos; Ayios Ioannis Kareas; Chaidari; Chalandri; Charokopou; Cholargos; Dafni; Dafni; Dasos; Dimodidaskalon; Drapetsona; Egaleo; Elaionas; Evgeneia; Faros; Filothei; Galatsi; Ierapoli; Ilion; Ilioupoli; Irákleio; Kaisariani; Kallithea; Kalogreza; Kamatero; Kato Aigaleo; Keratsini; Komnina; Kontopefko; Kopi; Korydallos; Lioumi; Lofos Filaretou; Lofos Sikelias; Monastiraki; Moschato; Nea Chalkidona; Nea Filadelfia; Nea Fokaia; Nea Ionia; Nea Khalkidhon; Nea Smyrni; Nea Zoi; Nea Zoi; Neo Aigaleo; Neo Iraklio; Neo Psychiko; Neratziotissa; Nikaia; Ntamarakia; Paleo Faliro; Papagou; Paradeisos Amarousiou; Patisia; Peristeri; Peronia; Petroupolis; Piraeus; Psychiko; Rizopolis; Sotiraki; Tavros; Trakhones; Tsakos; Tzitzifies; Vlitikos Stathmos; Vyronas; Ymittos; Ymittos Athens; Zefyri",,"Athens CenterYmittos AthensAthens & Coast",,,partiala
OT-PROP-A-4165,"Divani Palace Acropolis",Athens,"Athens Center","Agia Eleousa; Agia Filothei; Agia Varvara; Agiannis; Agii Anargyri; Agios Dimitrios; Agios Fanourios; Agios Ioannis Rentis; Alimos; Amfiali; Amfithea; Anagennisi; Ano Glyfada; Argyroupoli; Astythea; Athens & Coast; Athens Center; Attiki - Argosaronikos; Ayios Ioannis Kareas; Chaidari; Chalandri; Charokopou; Cholargos; Dafni; Dafni; Dasos; Dimodidaskalon; Drapetsona; Egaleo; Elaionas; Elliniko; Evgeneia; Faros; Filothei; Galatsi; Ierapoli; Ilion; Ilioupoli; Kaisariani; Kallithea; Kalogreza; Kamatero; Kato Aigaleo; Keratsini; Komnina; Kopi; Korydallos; Lioumi; Lofos Filaretou; Lofos Sikelias; Monastiraki; Moschato; Nea Chalkidona; Nea Filadelfia; Nea Fokaia; Nea Ionia; Nea Khalkidhon; Nea Smyrni; Nea Zoi; Nea Zoi; Neo Aigaleo; Neo Iraklio; Neo Psychiko; Nikaia; Ntamarakia; Paleo Faliro; Papagou; Patisia; Peristeri; Peronia; Petroupolis; Piraeus; Psychiko; Rizopolis; Sotiraki; Sourmena; Tavros; Terpsithea; Trakhones; Tsakos; Tzitzifies; Vlitikos Stathmos; Vyronas; Ymittos; Ymittos Athens",,"Athens CenterYmittos AthensAthens & Coast",,,partiala
OT-PROP-A-4166,Stanley,Athens,"Athens Center","Agia Eleousa; Agia Filothei; Agia Varvara; Agiannis; Agii Anargyri; Agios Dimitrios; Agios Fanourios; Agios Ioannis Rentis; Alimos; Amfiali; Amfithea; Anagennisi; Ano Iraklion; Argyroupoli; Astythea; Athens & Coast; Athens Center; Attiki - Argosaronikos; Ayios Ioannis Kareas; Chaidari; Chalandri; Charokopou; Cholargos; Dafni; Dafni; Dasos; Dimodidaskalon; Drapetsona; Egaleo; Elaionas; Evgeneia; Faros; Filothei; Galatsi; Ierapoli; Ilion; Ilioupoli; Irákleio; Kaisariani; Kallithea; Kalogreza; Kamatero; Kato Aigaleo; Keratsini; Kontopefko; Kopi; Korydallos; Lioumi; Lofos Filaretou; Lofos Sikelias; Marousi; Metamorfosi; Monastiraki; Moschato; Nea Chalkidona; Nea Filadelfia; Nea Fokaia; Nea Ionia; Nea Khalkidhon; Nea Smyrni; Nea Zoi; Nea Zoi; Neo Aigaleo; Neo Iraklio; Neo Psychiko; Neratziotissa; Nikaia; Ntamarakia; Paleo Faliro; Papagou; Paradeisos Amarousiou; Patisia; Peristeri; Peronia; Petroupolis; Piraeus; Psychiko; Rizopolis; Sotiraki; Tavros; Trakhones; Tsakos; Tzitzifies; Vlitikos Stathmos; Vyronas; Ymittos; Ymittos Athens; Zefyri",,"Athens CenterYmittos AthensAthens & Coast",,,partiala
OT-PROP-A-4167,"Miramare Hotel Eretria","Evia Island, Central Greece",Evia,"Amarynthos; Ano Vathia; Eretria; Evia; Evia - Aidipsos - Eretria; Galazia Nera; Gerontas; Gimnon; Kallithea; Kamari; Karnes; Kato Seta; Kotroni; Koukaki; Magoula; Malakonta; Metamorfosi; Moni Agiou Georgiou Arma; Moni Agiou Nikolaou; Panorama; Paratheristikos Oikodomikos Synetairismos Olympiakis Aeroporias; Seta; Sterea Ellada - Evia; Theologos",,Evia,,,partiala
OT-PROP-A-4168,"Grecotel Casa Marron","Achaia, Peloponnese",Peloponnese,"Achaiko; Agios Konstantinos; Agios Nikolaos Kralis; Agiovlasitika; Alissos; Ano Achaia; Ano Drymalaiika; Ano Soudenaiika; Apideona; Apostoloi; Araxos; Araxos Airport; Arla; Arvanitaiika; Avgeraiika; Bartzavalaiika; Boutaiika; Chaikali; Charavgi; Didachaiika; Drymalaiika; Elaiochori; Flokas; Fostaina; Fragka; Gerousaiika; Giachalaiika; Giannopoulaiika; Gioulaiika; Gkoutsoulaiika; Gomosto; Ileia - Arxaia Olympia; Kagkadi; Kalamaki; Kalamaki; Kalogria; Kamenitsa; Kaminia; Kandalos; Kapeli; Karaiika; Karamesinaiika; Karnari; Karya; Kato Achaia; Kato Alissos; Kato Brati; Kato Mazaraki; Kato Velitses; Katsaitaiika; Katsoulaiika; Kefalaiika; Komi; Kounelaiika; Krinos; Lakkopetra; Lambraiika; Lampraiika; Lapas; Lefkos; Limnokhorion; Logothetis; Lousika; Manetaiika; Margalaiika; Mataragka; Mazaiika; Metochi; Michoi; Mitopoli; Myrtos; Neo Vouprasio; Neochori; Niforaiika; Niforeika; Palaia Peristera; Papanikolaiika; Paralimni; Peloponnese; Peristera; Petas; Petrochori; Pigadia; Piso Sykia; Plateraiika; Poimenochori; Polylofo; Portes; Pournari; Pseftaiika; Psili Rachi; Rachi; Riolos; Rovianitis; Sagaiika; Samallikaiika; Santomeri; Skala; Skourlaiika; Souvaliotaiika; Spaliaraiika; Spanaiika; Spartoula; Spata; Stamatopoulaiika; Stenaitika; Thomaiika; Tsakonika; Tsamaiika; Tsirikaiika; Velitses; Veskoukaiika; Vlachaiika; Vrachnaiika; Vythoulkas",,Peloponnese,,,partiala
OT-PROP-A-4169,Pavlina,"Achaia, Peloponnese",Peloponnese,"Achaiko; Agios Konstantinos; Agios Nikolaos Kralis; Agiovlasitika; Alissos; Ano Achaia; Ano Drymalaiika; Ano Soudenaiika; Apideona; Apostoloi; Araxos; Araxos Airport; Arla; Arvanitaiika; Avgeraiika; Bartzavalaiika; Boutaiika; Chaikali; Charavgi; Didachaiika; Drymalaiika; Elaiochori; Flokas; Fostaina; Fragka; Gerousaiika; Giachalaiika; Giannopoulaiika; Gioulaiika; Gkoutsoulaiika; Gomosto; Ileia - Arxaia Olympia; Kagkadi; Kalamaki; Kalamaki; Kalogria; Kamenitsa; Kaminia; Kandalos; Kapeli; Karaiika; Karamesinaiika; Karnari; Karya; Kato Achaia; Kato Alissos; Kato Brati; Kato Mazaraki; Kato Velitses; Katsaitaiika; Katsoulaiika; Kefalaiika; Komi; Kounelaiika; Krinos; Lakkopetra; Lambraiika; Lampraiika; Lapas; Lefkos; Limnokhorion; Logothetis; Lousika; Manetaiika; Margalaiika; Mataragka; Mazaiika; Metochi; Michoi; Mitopoli; Myrtos; Neo Vouprasio; Neochori; Niforaiika; Niforeika; Palaia Peristera; Papanikolaiika; Paralimni; Peloponnese; Peristera; Petas; Petrochori; Pigadia; Piso Sykia; Plateraiika; Poimenochori; Polylofo; Portes; Pournari; Pseftaiika; Psili Rachi; Rachi; Riolos; Rovianitis; Sagaiika; Samallikaiika; Santomeri; Skala; Skourlaiika; Souvaliotaiika; Spaliaraiika; Spanaiika; Spartoula; Spata; Stamatopoulaiika; Stenaitika; Thomaiika; Tsakonika; Tsamaiika; Tsirikaiika; Velitses; Veskoukaiika; Vlachaiika; Vrachnaiika; Vythoulkas",,Peloponnese,,,partiala
OT-PROP-A-41709,"Piraeus Theoxenia",Athens,"Athens Center","Agia Eleousa; Agia Varvara; Agios Dimitrios; Agios Fanourios; Agios Ioannis Rentis; Alimos; Amfiali; Amfithea; Anagennisi; Astythea; Athens & Coast; Athens Center; Attiki - Argosaronikos; Chaidari; Charavgi; Charokopou; Dafni; Dafni; Dasos; Drapetsona; Egaleo; Elaionas; Evgeneia; Ierapoli; Kallithea; Kato Aigaleo; Keratsini; Kopi; Korydallos; Lioumi; Lofos Filaretou; Lofos Sikelias; Monastiraki; Moschato; Nea Fokaia; Nea Smyrni; Nea Zoi; Neo Aigaleo; Neo Ikonio; Nikaia; Ntamarakia; Paleo Faliro; Perama; Peristeri; Peronia; Piraeus; Skaramangas; Sotiraki; Tavros; Trakhones; Tzitzifies; Vyronas; Ymittos; Ymittos Athens",,"Athens CenterYmittos AthensAthens & Coast",,,partiala
OT-PROP-A-4171,"Asteris Village","Sithonia, Halkidiki",Kalyves,"Agia Anastasia; Agios Prodromos; Chalkidiki; Dexameni; Diastavrosi Paleokastrou; Doubia; Evangelismos Tis Theotokou; Galarinos; Galatista; Gerakini; Geroplatanos; Kalyves; Kelli; Krimni; Macedonia; Marathoussa; Metamorfosi; Metochi Metamorfoseos; Moni Agias Anastasias Farmakolytrias; Nea Sermili; Nisi; Olynthos; Ormilia; Osios Arsenios; Paleochora; Paleokastro; Papa Aloni; Paralia Gerakinis; Patelidas; Petrada; Plana; Platanochori; Polygyros; Prinochori; Psakoudia; Riza; Sana; Smixi; Taxiarchis; Vatopedi Beach; Vatopedio; Vavdos; Vrastama",,,,Kalyves,mapare
OT-PROP-A-4172,"Hotel Martha's Haus","Sithonia, Halkidiki",Kalyves,"Agia Anastasia; Agios Mamas; Agios Prodromos; Chalkidiki; Dexameni; Diastavrosi Paleokastrou; Doubia; Evangelismos Tis Theotokou; Galarinos; Galatista; Gerakini; Geroplatanos; Kalyves; Kelli; Krimni; Macedonia; Marathoussa; Metamorfosi; Metochi Metamorfoseos; Moni Agias Anastasias Farmakolytrias; Nea Sermili; Nisi; Olynthos; Ormilia; Osios Arsenios; Paleochora; Paleokastro; Papa Aloni; Paralia Gerakinis; Patelidas; Petrada; Plana; Platanochori; Polygyros; Prinochori; Psakoudia; Riza; Sana; Smixi; Taxiarchis; Vatopedi Beach; Vatopedio; Vavdos; Vrastama",,,,Kalyves,mapare
OT-PROP-A-4173,"Hanioti GrandOtel","Kassandra, Halkidiki",Kassandra,"Afitos; Aghios Nikolaos Paliouriou; Agia Paraskevi; Boulamatsia; Chalkidiki; Elani; Evdos; Fourka; Fourka; Frama; Fylakes Karakallou; Fylakes Kassandras; Fylakes Ksenofontos; Hanioti; Kalandra; Kalithea; Kallithea; Kaloutsikos; Kassandra; Kassandra; Kassandra Palace; Kassandria; Kassandrino; Khaniotis; Kriopigi; Lefkes; Lefki Peristera; Loutra; Moles Kalyves; Nea Fokia; Nea Potidea; Nea Potidhaia; Nea Skioni; Paliouri; Panorama; Pefkohori; Pirgos Sani; Polichrono; Possidi; Sani; Siviri; Solina; Xina",,"KassandraKassandra",,,partiala
OT-PROP-A-4174,"Thea Hotel",Chalkidiki,Chalkidiki,"Afitos; Aghios Nikolaos Paliouriou; Agia Paraskevi; Boulamatsia; Chalkidiki; Elani; Evdos; Fourka; Fourka; Frama; Fylakes Karakallou; Fylakes Kassandras; Fylakes Ksenofontos; Hanioti; Kalandra; Kalithea; Kallithea; Kaloutsikos; Kassandra; Kassandra; Kassandra Palace; Kassandria; Kassandrino; Khaniotis; Kriopigi; Lefkes; Lefki Peristera; Loutra; Moles Kalyves; Nea Fokia; Nea Potidea; Nea Potidhaia; Nea Skioni; Paliouri; Panorama; Pefkohori; Pirgos Sani; Polichrono; Possidi; Sani; Siviri; Solina; Xina",Chalkidiki,,,,perfecta
OT-PROP-A-417920,"Venetia Apartments",Monemvasia,Monemvasia,"Achaia - Patra - Rio - Kalavryta; Adhiakopos; Agia Kyriaki; Agios Ioannis; Agkelona; Akhladhokambos; Ano Kastanea; Archangelos; Ariana; Asopos; Ayia Paraskevi; Ayioi Apostoloi; Ayioi Theodhoroi; Ayios Dhimitrios Monemvasias; Ayios Elissaios; Ayios Fokas; Ayios Ioannis; Ayios Ioannis; Ayios Mamas; Ayios Miron; Ayios Nikolaos; Ayios Nikolaos Monemvasias; Ayios Sarandos; Ayios Stefanos; Ayios Yeoryios; Ayios Yeoryios; Belesaiika; Dhaimonia; Dhermatianika; Elaia; Elika; Ellinikon; Faraklon; Favaiika; Floka; Foinikion; Foutia; Gefyra; Gerakas; Kaloyerina; Kalyves; Kapsala; Karavostasion; Kastella; Katavothra; Kato Kastanea; Katounia; Kharax; Khorioudhakia; Klironomaiika; Kondaiika; Kondrafourianika; Koulouraiika; Koundiourianika; Koupia; Kremmydi; Kriovrisi; Ksifias; Kyparissi; Lakhion; Lakonia - Monemvasia -Mani; Lambokambos; Latomion; Limeni Geraka; Lira; Longarion; Lotza; Manolarianika; Markianika; Megali Epilia; Mendianika; Mesokhorion; Metamorfosis; Mitropolis; Molaoi; Monemvasia; Neapolis; Nomia; Oikonomianika; Pakia; Palaia Monemvasia; Panayia; Panayitsa; Pandanassa; Pappadhianika; Paradhision; Paralia; Paraskaiika; Pasakion; Peloponnese; Pistamata; Platori; Plitra; Pori; Reichea; Sgardhelianika; Sklavouna; Spithaiika; Sykea; Talanta; Taxiarkhai; Teria; Trochalia; Tsengianika; Velanidhia; Veliai; Vinglafia",Monemvasia,,,,perfecta
OT-PROP-A-418,"Aquila Porto Rethymno","Crete - Rethymno","Crete Island","Adele; Adelianos Kampos; Agia Irini; Agia Paraskevi Rethymnis; Agia Triada; Agios Andreas; Agios Dimitrios; Agios Georgios Agiou Konstantinou; Agios Georgios Armenon; Agios Konstantinos; Agios Markos; Agios Nikolaos; Agna; Alones; Amnatos; Ampelaki; Ano Malaki; Ano Valsamonero; Ano Viranepiskopi; Anogia; Archaia Eleftherna; Archontiki; Argyroupoli; Arkadi Monastery; Armeni; Arolithi; Asterion; Atsipopoulo; Bezeriana Metochia; Chamalevri; Charkia; Chromonastiri; Crete Island; Eleftherna; Episkopi; Erfoi; Foteinos; Fradzeskiana Metohia; Gallos; Geni; Gerani; Giannoudi; Gonia; Goulediana; Irfani; Kallithea; Kalonyktis; Kapediana; Kapsaliana; Kare; Karoti; Kastellakia; Kastellos; Kato Malaki; Kato Poros; Kato Valsamonero; Kavousi; Koufi; Koumi; Koumpes; Kyrianna; Loutra; Magnisia; Maroulas; Maroulou; Mastampas; Megalo Metochi; Mesi; Mikro Metochi; Mili; Misiria; Monopari; Mountros; Myriokefala; Myrthios Selliou; Oros; Pagalochori; Palailimnos; Palia Poli Rethymnou; Pano Armenoi; Panorama; Perivolia; Petres; Pigi; Pigianos Kampos; Pikris; Platanes; Prasies; Prinedes; Prines; Prinos; Rethimno Region - Crete; Rethimnon City - Crete; Roumpado; Roupes; Roussospiti; Roustika; Saitoures; Sellion; Sfakaki; Skaleta; Skouloufia; Sochora; Somatas; Stavromenos Rethymnis; Tria Monastiria; Tsesmes; Vederi; Velonado; Vilandredo; Violi Charaki; Viranepiskopi; Xiro Chorio; Zouridi",,,"Rethimnon City - CreteRethimno Region - CreteCrete Island",,"primul cuvant"
OT-PROP-A-4183,"Mouikis Hotel",Kefalonia,"Kefalonia Island","Agia Effimia; Agia Efimia; Agia Eirini; Agia Pelagia; Agia Thekli; Agios Nikolaos; Agkonas; Agrilias; Ammes; Ampelaki; Andriolata; Anninata; Ano Valtes; Anomeria; Antipata; Antipata; Arginia; Argostolion; Asos; Asprogerakas; Atheras; Atsoupades; Bekatorata; Benetata; Chalikeri; Chaliotata; Chavdata; Chavriata; Chelmata; Chionata; Damoulianata; Davgata; Defaranata; Delaportata; Dematora; Dhemoutsandata; Digaleto; Dilinata; Divarata; Dorizata; Drakata; Drakopoulata; Drapanitika; Epanochori; Evreti; Fanies; Faraklata; Farsa; Favatata; Ferentinata; Fiskardo; Fokata; Fournioti; Fragkata; Frapata; Germenata; Grizata; Ionian Islands; Kalata; Kaligata; Kaminarata; Kampitsata; Kapandriti; Karavadhos; Karavomylos; Kardakata; Karousa; Karya; Kastro; Kateleios; Kato Kateleios; Katochori; Katopodata; Katsarata; Kefalonia Island; Kerameies; Khalikeri; Kharaktion; Kleismata; Kokolata; Kokolata; Kolaitis; Kombothekrata; Komitata; Konidarata; Kontogenada; Kontogourata; Koriana; Kornelos; Kothreas; Koulourata; Kounopetra; Kourouklata; Koutroukois; Kouvalata; Kremmydi; Lakithra; Lassi; Lassi; Latavinata; Lavonikes; Lekatsata; Lepedha; Livadi; Livathinata; Lixouri; Logarata; Loukata; Loukerata; Lourdas; Lourdata; Makriotika; Manganos; Mantoukata; Mantzavinata; Markantonata; Markata; Marketata; Markopoulo; Markouliata; Matsoukata; Mavrata; Megas Lakos; Menegata; Mesovounia; Metaxata; Michalitsata; Michata; Minetata; Minia; Mitakata; Monastiraki; Monopolata; Mousata; Mouzakata; Myrtos Beach; Neochori; Neochori; Nyfi; Parisata; Pastra; Patrikata; Peratata; Pesada; Petrikata; Plagia; Poros; Poros, Kefalonia; Poulata; Psilithrias; Raftopoulata; Ratzakli; Razata; Rifi; Riza; Salamata; Sami; Sarlata; Simotata; Skala; Skala Kefalonia; Skineas; Sofata; Soullaroi; Spartia; Spathi; Svoronata; Tarkasata; Thiramonas; Tipaldata; Touliata; Trapezaki; Travliata; Troianata; Tsarkasianos; Tselentata; Tzamarellata; Tzanata; Tzanetata; Valerianos; Valianata; Valsamata; Vary; Vasilikiades; Ventourata; Vigli; Vilatoria; Vlachata; Vlachata; Vlychata; Vouni; Vovykes; Xenopoulo; Xi; Zampelata; Zervata; Zola",,"Skala KefaloniaKefalonia IslandPoros, Kefalonia",,,partiala
OT-PROP-A-4188,"Grecotel LUXME Daphnila Bay Dassia","Corfu, Ionian Islands","Ionian Islands","Acharavi; Achilleion; Afionas; Afionitika; Afra; Agia Aikaterini; Agia Anna; Agia Eleousa; Agia Paraskevi; Agia Pelagia; Agia Triada; Agii Deka; Agii Douli; Agios Athanasios; Agios Dimitrios; Agios Georgios Argyradon; Agios Georgios Armenadon; Agios Georgios Kassiopis; Agios Georgios Pagon; Agios Georgios Virou; Agios Georgis; Agios Gordios; Agios Ilias; Agios Ioannis; Agios Ioannis; Agios Ioannis Karousadon; Agios Ioannis Peristeron; Agios Markos; Agios Martinos; Agios Matheos; Agios Nikolaos; Agios Onoufrios; Agios Panteleimon; Agios Prokopios; Agios Rokkos; Agios Stefanos Avlioton; Agios Stefanos Episkepseos; Agios Stefanos Sinion; Agios Vasileios; Agios Vlasios; Agios Vlasios; Agni; Agnitsini; Agrafi; Agros; Aleimmatades; Alepochori; Alepou; Alikes; Alykes; Alykes Potamou; Analipsi; Analipsi; Anapaftiria; Anaplades; Anemomylos; Ano Garouna; Ano Korakiana; Ano Lefkimmi; Ano Mathrakion; Ano Pavliana; Antipernoi; Apolysies; Apraos; Argirades; Arillas Kavvadadon; Arillas Magouladon; Arkadades; Armenades; Aspai; Aspiotades; Astrakari; Avliotes; Avramis; Barbati; Bastatika; Bastounion; Benitses; Boukaris; Chalikounas; Chlomatiana; Chlomos; Chorepiskopi; Chrysiida; Corfu International Airport, ""Ioannis Kapodistrias""; Corfu Island; Corfu Town; Dafnata; Dafni; Dafni; Dafnila; Danilia; Dassia; Deltiatika; Doukades; Dragotina; Drosato; Droseri; Episkepsi; Episkopi; Episkopiana; Ereikoussa; Eriva; Ermones; Estavromenos; Evropouli; Felekas; Fourni; Gardelades; Gardenos; Garitsa; Garnades; Gastouri; Gavrades; Gazatika; Gefyra; Giannades; Gimari; Glyfada; Glyfada; Gousades; Gouvia; Imerolia; Ionian Islands; Ipsos; Kalafationes; Kalami; Kamara; Kanakades; Kanali; Kanoni; Kardamatika; Kariotiko; Karniaris; Karousades; Kassiopi; Kastanea; Kastellanoi; Kastellanoi; Katavolos; Kato Agios Markos; Kato Garouna; Kato Korakiana; Kato Mathrakion; Kato Pavliana; Kato Spileo; Katsouratika; Kavadades; Kavalleraina; Kavalouri; Kavos; Kellia; Kentroma; Khalidhiata; Kira Chrisikou; Klimatia; Kokkini; Kokkinion; Kokkinogia; Kokkokilas; Komianata; Kommeno; Kompitsi; Kontogialos; Kontokali; Kopsokhiladhes; Korakades; Kornata; Kothonikion; Kouknikades; Kouloura; Kounavades; Kouramades; Kouramaditika; Kourkouleika; Kouspades; Kremithas; Kremithos; Krini; Krinias; Kritika; Kynopiastes; Kyprianades; Lafki; Lakones; Lazaratika; Lazareto; Lefkimi; Liapades; Limni; Linia; Liston; Litheres; Lithiasmenos; Livadi; Loukata; Loutses; Magarika; Magoulades; Makrades; Makrata; Manatades; Mantouki; Marathias; Marmaron; Mastoratika; Mathraki; Mega Ydri; Melikia; Melissia; Mengoulas; Mesaria; Messonghi; Messonghi; Molos; Moni Yperagias Theotokou Myrtidion; Moraitika; Neochoraki; Neochori; Nissaki; Nissaki; Notos; Nymfes; Omali; Othoni; Pagi; Palaio Chorio; Palaiokastritsa; Paleochori; Paleokastritsa; Papadatika; Papathanatika; Papoutsiras; Paramonas; Pelekas; Pelekito; Pentati; Perama; Perama; Perithia; Perivoli; Peroulades; Perouli; Petalia; Petriti; Pigi; Pikoulatika; Pilida; Pithos; Plagia; Plakoto; Platonas; Podolakos; Podoriones; Porta; Potamia; Potamion; Potamos; Poulades; Poulimates; Priftiatika; Prinilas; Psachnia; Psaras; Psathylas; Pyrgi; Rachi; Rachtades; Rafalades; Riliatika; Roda; Roda; Roda Karousadon; Roumanades; Roy; Santa; Saoulatika; Sarakinatika; Sfakera; Sgourades; Sgourna; Sidari; Sidari; Sinarades; Skala; Skripero; Sokraki; Soulaiika; Spartera; Spartilas; Staousa; Stavros; Stratia; Strinilas; Strongili; Strongyli Agiou Panteleimona; Temploni; Termenades; Trimodi; Tritsi; Troumpettas; Tsoukalio; Valanio; Varipatades; Vasilatika; Vasilika Agiou Ioannou; Vasilika Peritheias; Vathi; Vatonies; Vatos; Velonades; Vingla; Vinglatouri; Viros; Vistonas; Vitalades; Vitoulades; Vlachatika; Vouni; Vouniatades; Vrachleri; Vraganiotika; Xanthates; Ypsilas; Ypsos; Zygos",,"Ionian Islands",,,partiala
OT-PROP-A-419,"Aquila Rithymna Beach","Crete - Rethymno","Crete Island","Adele; Adelianos Kampos; Agia Irini; Agia Paraskevi Rethymnis; Agia Triada; Agios Andreas; Agios Dimitrios; Agios Georgios Agiou Konstantinou; Agios Georgios Armenon; Agios Konstantinos; Agios Markos; Agios Nikolaos; Agna; Alones; Amnatos; Ampelaki; Ano Malaki; Ano Valsamonero; Ano Viranepiskopi; Anogia; Archaia Eleftherna; Archontiki; Argyroupoli; Arkadi Monastery; Armeni; Arolithi; Asterion; Atsipopoulo; Bezeriana Metochia; Chamalevri; Charkia; Chromonastiri; Crete Island; Eleftherna; Episkopi; Erfoi; Foteinos; Fradzeskiana Metohia; Gallos; Geni; Gerani; Giannoudi; Gonia; Goulediana; Irfani; Kallithea; Kalonyktis; Kapediana; Kapsaliana; Kare; Karoti; Kastellakia; Kastellos; Kato Malaki; Kato Poros; Kato Valsamonero; Kavousi; Koufi; Koumi; Koumpes; Kyrianna; Loutra; Magnisia; Maroulas; Maroulou; Mastampas; Megalo Metochi; Mesi; Mikro Metochi; Mili; Misiria; Monopari; Mountros; Myriokefala; Myrthios Selliou; Oros; Pagalochori; Palailimnos; Palia Poli Rethymnou; Pano Armenoi; Panorama; Perivolia; Petres; Pigi; Pigianos Kampos; Pikris; Platanes; Prasies; Prinedes; Prines; Prinos; Rethimno Region - Crete; Rethimnon City - Crete; Roumpado; Roupes; Roussospiti; Roustika; Saitoures; Sellion; Sfakaki; Skaleta; Skouloufia; Sochora; Somatas; Stavromenos Rethymnis; Tria Monastiria; Tsesmes; Vederi; Velonado; Vilandredo; Violi Charaki; Viranepiskopi; Xiro Chorio; Zouridi",,,"Rethimnon City - CreteRethimno Region - CreteCrete Island",,"primul cuvant"
